GEO_ID,tract_geoid,NAME,population,median_household_income,poverty_universe_total,below_poverty_count,poverty_rate,complaint_count_2015,complaint_count_2025,complaint_change_2025_minus_2015
1400000US25025040401,25025040401,Census Tract 404.01; Suffolk County; Massachusetts,2783,155918.0,2761,107,3.875407461064832,692,386,-306
1400000US25025040600,25025040600,Census Tract 406; Suffolk County; Massachusetts,3989,160929.0,3989,152,3.810478816746052,1013,588,-425
1400000US25025040801,25025040801,Census Tract 408.01; Suffolk County; Massachusetts,3984,100806.0,3962,406,10.247349823321557,328,241,-87
1400000US25025050101,25025050101,Census Tract 501.01; Suffolk County; Massachusetts,4981,65662.0,4944,845,17.091423948220065,506,624,118
1400000US25025050200,25025050200,Census Tract 502; Suffolk County; Massachusetts,5908,97462.0,5908,1160,19.63439404197698,656,948,292
1400000US25025050300,25025050300,Census Tract 503; Suffolk County; Massachusetts,3567,74894.0,3566,607,17.02187324733595,229,404,175
1400000US25025050400,25025050400,Census Tract 504; Suffolk County; Massachusetts,2270,76307.0,2270,350,15.418502202643172,350,486,136
1400000US25025050500,25025050500,Census Tract 505; Suffolk County; Massachusetts,1846,109758.0,1846,264,14.301191765980498,273,516,243
1400000US25025050600,25025050600,Census Tract 506; Suffolk County; Massachusetts,2425,74704.0,2399,153,6.377657357232181,448,548,100
1400000US25025050700,25025050700,Census Tract 507; Suffolk County; Massachusetts,4427,87063.0,4427,836,18.88412017167382,557,946,389
1400000US25025050901,25025050901,Census Tract 509.01; Suffolk County; Massachusetts,3981,111192.0,3981,355,8.917357447877418,684,677,-7
1400000US25025051000,25025051000,Census Tract 510; Suffolk County; Massachusetts,5069,96536.0,5069,397,7.831919510751629,831,605,-226
1400000US25025051101,25025051101,Census Tract 511.01; Suffolk County; Massachusetts,6223,80000.0,6095,956,15.684987694831827,1212,654,-558
1400000US25025051200,25025051200,Census Tract 512; Suffolk County; Massachusetts,3390,117194.0,3374,348,10.314167160640189,634,588,-46
1400000US25025060101,25025060101,Census Tract 601.01; Suffolk County; Massachusetts,3693,167250.0,3651,82,2.2459600109559026,578,436,-142
1400000US25025060200,25025060200,Census Tract 602; Suffolk County; Massachusetts,2271,178063.0,2271,140,6.164685160722149,433,311,-122
1400000US25025060301,25025060301,Census Tract 603.01; Suffolk County; Massachusetts,3622,183375.0,3622,321,8.862506902263942,695,646,-49
1400000US25025060400,25025060400,Census Tract 604; Suffolk County; Massachusetts,5283,186174.0,5283,216,4.088586030664395,975,954,-21
1400000US25025060501,25025060501,Census Tract 605.01; Suffolk County; Massachusetts,4476,162426.0,4476,200,4.468275245755138,1028,787,-241
1400000US25025060601,25025060601,Census Tract 606.01; Suffolk County; Massachusetts,1802,182965.0,1802,69,3.8290788013318537,363,393,30
1400000US25025060602,25025060602,Census Tract 606.02; Suffolk County; Massachusetts,399,117278.0,399,21,5.263157894736842,110,47,-63
1400000US25025060603,25025060603,Census Tract 606.03; Suffolk County; Massachusetts,1721,160417.0,1721,91,5.287623474723998,74,99,25
1400000US25025060604,25025060604,Census Tract 606.04; Suffolk County; Massachusetts,3053,218982.0,3053,40,1.3101867016049789,317,243,-74
1400000US25025060700,25025060700,Census Tract 607; Suffolk County; Massachusetts,1804,23670.0,1804,667,36.97339246119734,67,57,-10
1400000US25025060800,25025060800,Census Tract 608; Suffolk County; Massachusetts,4513,171940.0,4488,332,7.397504456327986,992,1297,305
1400000US25025061000,25025061000,Census Tract 610; Suffolk County; Massachusetts,2342,84176.0,2342,582,24.850555081127244,288,335,47
